Nachname;Vorname;Strasse;Postleitzahl;Ort;Telefonnummer;Handynummer;Geburtsdatum;Email
Keller;Michaela;Lindenweg 22;9100;Sitten;0442994435;0798742111;1992-07-10;Michaela.Keller@gmail.com
Huber;Michaela;Schulstrasse 60;8001;Luzern;0441277545;0793954902;1964-02-29;Michaela.Huber@mail.com
Bachmann;Lukas;Lindenweg 28;8500;Neuenburg;0447704715;0793739668;1957-10-14;Lukas.Bachmann@mail.com
Fischer;Lena;Rosenweg 10;9400;Baden;0447975858;0791556601;1982-04-11;Lena.Fischer@yahoo.com
Schmid;Daniel;Hauptstrasse 2;8001;Bern;0444446643;0791556601;1957-01-01;Daniel.Schmid@mail.com
Sutter;Sophie;Wiesenweg 87;9300;Lugano;0447252363;0794286787;1984-09-11;Sophie.Sutter@example.com
Marti;Anna;Schulstrasse 83;8400;Sitten;0444633613;0792680798;1992-12-15;Anna.Marti@gmail.com
Schmid;Sophie;Tannenweg 14;9100;Uster;0443669973;0791826680;1950-05-11;Sophie.Schmid@example.com
Wenger;Anna;Lindenweg 11;8002;Zug;0445198625;0793739668;1976-06-16;Anna.Wenger@mail.com
Keller;Sandra;Birkenweg 57;8050;Uster;0447043886;0799644823;1953-06-03;Sandra.Keller@example.com
Maurer;Katja;Rosenweg 72;1000;Zürich;0448482574;0794286787;1977-01-12;Katja.Maurer@mail.com
Fischer;Lena;Hauptstrasse 57;7000;Chur;0448482574;0796052063;1957-03-28;Lena.Fischer@yahoo.com
Gerber;Lukas;Tannenweg 48;9001;Biel;0444853797;0799473499;1999-01-25;Lukas.Gerber@mail.com
Wenger;Laura;Gartenweg 67;5000;Neuenburg;0444727326;0794646901;1952-02-23;Laura.Wenger@example.com
Baumann;Daniel;Ringstrasse 25;9050;Lausanne;0442144055;0792915444;1956-03-04;Daniel.Baumann@yahoo.com
Keller;Katja;Ringstrasse 5;8304;Sitten;0442976598;0798551915;1955-04-08;Katja.Keller@mail.com
Bachmann;Julia;Ringstrasse 24;9001;Solothurn;0441849975;0795354193;1972-11-20;Julia.Bachmann@web.de
Gerber;David;Feldstrasse 1;8304;Luzern;0448157568;0796512196;1972-01-25;David.Gerber@example.com
Gerber;Sophie;Ringstrasse 98;8304;Zürich;0445192456;0794686845;1998-02-11;Sophie.Gerber@web.de
Zürcher;Thomas;Schulstrasse 56;8400;Basel;0443804554;0794686845;1954-06-29;Thomas.Zürcher@web.de
Bachmann;Maria;Birkenweg 50;8500;Sitten;0442217112;0797670330;1990-12-31;Maria.Bachmann@gmail.com
Meier;Felix;Alpenblick 39;1000;Uster;0442187777;0793397566;2000-11-06;Felix.Meier@yahoo.com
Weber;Katja;Bahnhofstrasse 21;8001;Schaffhausen;0445104583;0791282670;1997-01-04;Katja.Weber@gmail.com
Keller;Lena;Brunnenstrasse 38;6003;Lausanne;0449800670;0796131401;1950-12-05;Lena.Keller@example.com
Sutter;Anna;Feldstrasse 80;9300;Sitten;0449789370;0795631305;1983-02-16;Anna.Sutter@yahoo.com
Bachmann;Katja;Tannenweg 49;8500;Chur;0449800670;0798041878;1986-08-21;Katja.Bachmann@web.de
Gerber;Michaela;Schulstrasse 8;6003;Bern;0449833678;0792915444;1962-05-30;Michaela.Gerber@example.com
Zürcher;Markus;Seestrasse 71;8002;Baden;0442801142;0798841134;1951-05-06;Markus.Zürcher@yahoo.com
Huber;Peter;Talstrasse 95;9050;Zug;0442441713;0797977495;1962-07-20;Peter.Huber@mail.com
Schmid;Michaela;Seestrasse 93;1000;Genf;0449429709;0796052063;1977-09-14;Michaela.Schmid@yahoo.com
Weber;Nina;Talstrasse 65;4001;Zug;0448234304;0794688034;1976-04-08;Nina.Weber@mail.com
Kunz;Julia;Sonnenweg 5;4001;Genf;0444295640;0791129673;1962-04-01;Julia.Kunz@yahoo.com
Wenger;Sandra;Sonnenweg 96;6300;Luzern;0448145853;0796209489;1971-03-18;Sandra.Wenger@web.de
Roth;Laura;Poststrasse 61;5000;Freiburg;0443804554;0799535881;1978-02-16;Laura.Roth@yahoo.com
Kunz;Felix;Talstrasse 81;8304;Neuenburg;0448537374;0796512196;1988-12-03;Felix.Kunz@yahoo.com
Wenger;Markus;Schulstrasse 69;9100;Genf;0449800670;0796649602;1962-11-29;Markus.Wenger@yahoo.com
Gerber;Lena;Talstrasse 20;6300;Lugano;0442302770;0798551915;1998-01-11;Lena.Gerber@mail.com
Roth;Simon;Dorfstrasse 67;8304;Zug;0443271584;0798551915;1990-03-13;Simon.Roth@yahoo.com
Steiner;Sophie;Sonnenweg 34;5000;Luzern;0442801142;0794552384;1977-09-20;Sophie.Steiner@mail.com
Sutter;Sandra;Talstrasse 91;8050;Zürich;0442801142;0792680798;1975-01-24;Sandra.Sutter@yahoo.com
Fischer;Laura;Ringstrasse 94;7000;Freiburg;0449429709;0794646901;1986-04-14;Laura.Fischer@mail.com
Keller;David;Schulstrasse 35;3000;Chur;0443005313;0799536333;1974-07-25;David.Keller@web.de
Gerber;Michaela;Feldstrasse 39;8400;Uster;0445519479;0797346559;1960-08-10;Michaela.Gerber@gmail.com
Marti;Maria;Gartenweg 17;9200;Lausanne;0442321054;0792225391;1991-09-14;Maria.Marti@mail.com
Roth;Anna;Brunnenstrasse 35;9050;Basel;0449833678;0792680798;1952-06-19;Anna.Roth@example.com
Lehmann;Laura;Gartenweg 23;3000;Baden;0447704715;0791129673;1982-01-06;Laura.Lehmann@web.de
Fischer;Laura;Rosenweg 33;9400;Thun;0448482574;0798740150;1963-04-15;Laura.Fischer@example.com
Weber;David;Tannenweg 12;5000;Luzern;0447704715;0791954558;1996-12-31;David.Weber@mail.com
Baumann;Peter;Talstrasse 74;8050;Neuenburg;0447252363;0797788905;1999-01-25;Peter.Baumann@web.de
Sutter;Nina;Schulstrasse 52;8001;Biel;0445198625;0799236745;1981-05-26;Nina.Sutter@web.de
Gerber;Simon;Bergstrasse 89;6300;Biel;0442441713;0793571752;1989-06-01;Simon.Gerber@example.com
Sutter;Daniel;Dorfstrasse 63;6003;Basel;0441277545;0797526210;1997-09-21;Daniel.Sutter@gmail.com
Sutter;Anna;Birkenweg 16;4001;Neuenburg;0444446643;0794646901;1957-11-24;Anna.Sutter@example.com
Kunz;Julia;Weidstrasse 93;8050;Zug;0442172365;0794602048;1994-06-10;Julia.Kunz@example.com
Maurer;Julia;Rosenweg 51;8002;Baden;0447043886;0799236745;1969-12-02;Julia.Maurer@gmail.com
Marti;Daniel;Ringstrasse 23;9300;Winterthur;0442322425;0797186919;1966-04-21;Daniel.Marti@yahoo.com
Meier;Markus;Ringstrasse 22;8002;Bern;0446792481;0792316000;1972-03-11;Markus.Meier@gmail.com
Zürcher;Anna;Weidstrasse 83;8050;St. Gallen;0445192456;0794957977;1969-01-31;Anna.Zürcher@example.com
Huber;Markus;Rosenweg 13;8001;Winterthur;0448030590;0799433022;1989-02-02;Markus.Huber@yahoo.com
Meier;Lena;Brunnenstrasse 87;9100;Lugano;0443271584;0792655207;1962-07-30;Lena.Meier@gmail.com
Marti;Michaela;Rosenweg 1;9100;Lausanne;0444648586;0794602048;1961-05-13;Michaela.Marti@web.de
Steiner;Simon;Wiesenweg 6;9100;Lausanne;0446677010;0797765114;1970-02-07;Simon.Steiner@gmail.com
Bachmann;Felix;Wiesenweg 48;7000;Zug;0447434931;0793739668;1989-01-08;Felix.Bachmann@mail.com
Kunz;Laura;Feldstrasse 9;8002;Lausanne;0446807371;0791766783;1984-09-11;Laura.Kunz@yahoo.com
Brunner;David;Gartenweg 60;3000;Solothurn;0448590960;0793741172;1955-09-16;David.Brunner@yahoo.com
Maurer;Nina;Sonnenweg 10;6003;Baden;0442744320;0794688034;1980-07-30;Nina.Maurer@web.de
Bachmann;Laura;Feldstrasse 30;9200;Lausanne;0448094381;0791556601;1953-12-03;Laura.Bachmann@web.de
Zürcher;Michaela;Rosenweg 3;5000;Thun;0446438065;0797765114;1990-03-21;Michaela.Zürcher@example.com
Steiner;Julia;Brunnenstrasse 29;9000;Uster;0448234304;0796512196;1972-02-07;Julia.Steiner@gmail.com
Bachmann;Katja;Tannenweg 50;8001;St. Gallen;0443271584;0791954558;1957-04-24;Katja.Bachmann@gmail.com
Wenger;Nina;Dorfstrasse 86;3000;Zürich;0446533396;0791954558;1994-05-23;Nina.Wenger@example.com
Brunner;Daniel;Ringstrasse 23;3000;Solothurn;0444747021;0798742111;1956-04-29;Daniel.Brunner@gmail.com
Maurer;Katja;Bergstrasse 59;6003;Biel;0446677010;0799536333;1957-11-21;Katja.Maurer@yahoo.com
Steiner;Thomas;Tannenweg 80;8002;Uster;0448157568;0791668239;1978-12-25;Thomas.Steiner@gmail.com
Wenger;Max;Feldstrasse 40;1000;Schaffhausen;0441814027;0798740150;1965-05-11;Max.Wenger@yahoo.com
Huber;Thomas;Rosenweg 98;8304;Winterthur;0446677010;0797765114;1997-12-26;Thomas.Huber@web.de
Maurer;Markus;Seestrasse 99;8002;Biel;0443403090;0793946715;1988-08-20;Markus.Maurer@mail.com
Gerber;Anna;Dorfstrasse 88;1000;Bern;0442744320;0794286787;1990-10-14;Anna.Gerber@example.com
Müller;Thomas;Ringstrasse 69;1000;Genf;0442144055;0793571752;1959-11-26;Thomas.Müller@gmail.com
Zürcher;David;Lindenweg 53;4001;Freiburg;0448591306;0796209489;1999-01-05;David.Zürcher@yahoo.com
Müller;Anna;Dorfstrasse 77;3000;Sitten;0442059596;0793543120;1969-12-02;Anna.Müller@gmail.com
Keller;Sandra;Rosenweg 3;8304;Biel;0443810194;0796786311;2000-12-11;Sandra.Keller@gmail.com
Huber;Sandra;Gartenweg 25;6003;Thun;0448033486;0796087818;1960-02-25;Sandra.Huber@web.de
Bachmann;Daniel;Lindenweg 64;6003;Zürich;0442217112;0798830298;1995-05-31;Daniel.Bachmann@gmail.com
Zürcher;Thomas;Bergstrasse 24;6003;Chur;0444633613;0792655207;1960-08-14;Thomas.Zürcher@yahoo.com
Schmid;David;Gartenweg 31;8400;Thun;0442172365;0799343726;1982-07-01;David.Schmid@yahoo.com
Roth;Michaela;Weidstrasse 23;8002;Zug;0443824648;0795668668;1952-10-03;Michaela.Roth@gmail.com
Meier;Katja;Poststrasse 77;9050;Zug;0444727326;0797729364;1975-12-30;Katja.Meier@example.com
Marti;Lena;Bahnhofstrasse 90;5000;Uster;0441025317;0795597697;1982-06-09;Lena.Marti@web.de
Steiner;Peter;Seestrasse 24;8500;Zürich;0447604237;0798273907;1993-05-08;Peter.Steiner@example.com
Sutter;Sophie;Schulstrasse 45;8050;Uster;0444633613;0792915444;1995-12-02;Sophie.Sutter@yahoo.com
Schmid;Simon;Alpenblick 18;7000;Bern;0441025317;0796415432;1994-02-12;Simon.Schmid@example.com
Weber;Michaela;Rosenweg 84;8050;St. Gallen;0443810194;0798830298;1964-09-14;Michaela.Weber@yahoo.com
Zürcher;Kevin;Tannenweg 24;9000;Lugano;0448590960;0798830298;1989-09-09;Kevin.Zürcher@mail.com
Weber;Simon;Bahnhofstrasse 78;9000;Thun;0446807371;0797740808;1989-07-13;Simon.Weber@example.com
Zürcher;Kevin;Tannenweg 89;8400;Biel;0441849975;0793741172;1960-10-07;Kevin.Zürcher@web.de
Meier;Peter;Brunnenstrasse 92;8001;Sitten;0441849975;0796512196;1986-05-22;Peter.Meier@yahoo.com
Schmid;Lena;Alpenblick 8;4001;Solothurn;0446247475;0795160934;1973-05-25;Lena.Schmid@mail.com
Sutter;Markus;Brunnenstrasse 8;9050;Solothurn;0445781828;0799473499;1979-01-27;Markus.Sutter@example.com
Steiner;Lena;Feldstrasse 51;9300;Neuenburg;0447657653;0794729837;1990-06-04;Lena.Steiner@yahoo.com
Maurer;Thomas;Dorfstrasse 54;8500;Chur;0445735778;0793840613;1960-08-09;Thomas.Maurer@gmail.com
Brunner;Markus;Ringstrasse 86;8050;Sitten;0442322425;0798696155;1951-07-23;Markus.Brunner@yahoo.com
Meier;Felix;Gartenweg 16;8001;Basel;0449153006;0796131401;1997-11-23;Felix.Meier@mail.com
Sutter;Nina;Wiesenweg 23;5000;Baden;0443005313;0793739668;1998-05-07;Nina.Sutter@gmail.com
Brunner;Peter;Talstrasse 19;8304;Zürich;0442217112;0795781113;1981-03-12;Peter.Brunner@gmail.com
Huber;Sandra;Birkenweg 11;9400;Genf;0443804554;0793741172;1958-01-29;Sandra.Huber@yahoo.com
Brunner;Simon;Brunnenstrasse 19;9300;Zug;0448590960;0795668668;1990-12-06;Simon.Brunner@example.com
Roth;Julia;Alpenblick 98;9050;Schaffhausen;0444446643;0795919543;1982-06-01;Julia.Roth@yahoo.com
Bachmann;Michaela;Brunnenstrasse 25;9000;St. Gallen;0448590960;0791731551;1991-10-04;Michaela.Bachmann@yahoo.com
Weber;Daniel;Weidstrasse 54;6300;Thun;0448982813;0791766783;1954-11-12;Daniel.Weber@yahoo.com
Baumann;Sophie;Dorfstrasse 42;1000;Uster;0444727326;0793840613;1961-03-02;Sophie.Baumann@yahoo.com
Maurer;Laura;Seestrasse 84;9200;Lausanne;0447657653;0792316000;1987-05-14;Laura.Maurer@yahoo.com
Huber;Anna;Weidstrasse 4;8050;Schaffhausen;0442217112;0793711365;1970-12-05;Anna.Huber@example.com
Weber;Simon;Brunnenstrasse 47;3000;Zürich;0445192456;0796785158;1967-04-02;Simon.Weber@example.com
Brunner;Laura;Feldstrasse 78;8304;Winterthur;0443414722;0795160934;1996-09-22;Laura.Brunner@web.de
Baumann;Lena;Ringstrasse 96;8001;Baden;0443810194;0797765114;1950-06-04;Lena.Baumann@example.com
Roth;Peter;Alpenblick 59;6300;Winterthur;0448033486;0796290954;1955-08-29;Peter.Roth@example.com
Brunner;Michaela;Rosenweg 77;9050;Sitten;0448030590;0799473499;1995-08-24;Michaela.Brunner@yahoo.com
Müller;Peter;Schulstrasse 39;9400;Thun;0448569453;0798369565;1960-12-02;Peter.Müller@yahoo.com
Müller;Sophie;Talstrasse 24;1000;Winterthur;0441578655;0796512196;1976-01-31;Sophie.Müller@example.com
Müller;Michaela;Wiesenweg 67;8304;Freiburg;0448482574;0798369565;1960-01-05;Michaela.Müller@example.com
Marti;Sandra;Tannenweg 88;7000;Luzern;0443824648;0798273907;1971-11-26;Sandra.Marti@yahoo.com
Zürcher;Katja;Bergstrasse 61;9001;Neuenburg;0445104583;0791129673;1974-05-08;Katja.Zürcher@yahoo.com
Baumann;Sandra;Sonnenweg 99;5000;Zürich;0446247475;0797923742;1955-12-03;Sandra.Baumann@example.com
Lehmann;Nina;Seestrasse 31;1000;Neuenburg;0444747021;0795980038;1950-10-16;Nina.Lehmann@example.com
Roth;Julia;Poststrasse 93;9400;Uster;0445735778;0797977495;1974-09-11;Julia.Roth@yahoo.com
Huber;Julia;Schulstrasse 19;9050;Lausanne;0449800670;0794688034;1991-07-16;Julia.Huber@gmail.com
Maurer;Nina;Bergstrasse 70;7000;Bern;0441578655;0792141573;1974-03-09;Nina.Maurer@mail.com
Fischer;Katja;Rosenweg 61;9400;Thun;0442217112;0792225391;1955-12-14;Katja.Fischer@yahoo.com
Roth;David;Feldstrasse 8;9300;Biel;0443352937;0793739668;1951-05-25;David.Roth@example.com
Maurer;Sophie;Alpenblick 19;8304;Uster;0449429709;0791129673;1958-05-02;Sophie.Maurer@gmail.com
Kunz;Max;Rosenweg 42;9050;Winterthur;0443804554;0797526210;1987-03-23;Max.Kunz@mail.com
Maurer;Nina;Wiesenweg 59;9400;Sitten;0442118266;0791668239;1964-11-18;Nina.Maurer@mail.com
Lehmann;Laura;Ringstrasse 73;8050;Freiburg;0442217112;0797670330;1983-11-02;Laura.Lehmann@example.com
Gerber;Michaela;Rosenweg 16;5000;Lugano;0449789370;0799236745;1995-07-22;Michaela.Gerber@gmail.com
Bachmann;Lena;Wiesenweg 98;8304;Baden;0442976598;0796785158;1988-12-27;Lena.Bachmann@mail.com
Roth;Lena;Bahnhofstrasse 41;8400;Zug;0445104583;0791310176;1956-12-03;Lena.Roth@mail.com
Fischer;Simon;Alpenblick 50;9300;Thun;0445781828;0794549941;1977-09-11;Simon.Fischer@gmail.com
Weber;Daniel;Dorfstrasse 19;5000;Freiburg;0449833678;0796530765;1976-09-28;Daniel.Weber@gmail.com
Marti;Anna;Dorfstrasse 17;9000;St. Gallen;0442217112;0797540509;1989-05-27;Anna.Marti@gmail.com
Kunz;Julia;Gartenweg 96;8500;St. Gallen;0447975858;0796112895;1974-03-25;Julia.Kunz@yahoo.com
Maurer;Maria;Sonnenweg 63;9300;Thun;0444295640;0798041878;1960-07-07;Maria.Maurer@yahoo.com
Weber;Anna;Weidstrasse 12;9050;Neuenburg;0448537374;0796786311;1977-07-28;Anna.Weber@web.de
Wenger;Laura;Sonnenweg 33;9200;Genf;0449689685;0798188691;1997-01-25;Laura.Wenger@yahoo.com
Weber;David;Feldstrasse 35;3000;Solothurn;0441651055;0796530765;1982-01-22;David.Weber@example.com
Weber;Katja;Dorfstrasse 14;8050;Chur;0444633613;0795668668;1980-08-18;Katja.Weber@mail.com
Kunz;Laura;Brunnenstrasse 30;9300;Neuenburg;0447704715;0792915444;1966-12-10;Laura.Kunz@gmail.com
Keller;Michaela;Hauptstrasse 37;5000;Uster;0445104583;0797788905;1958-10-15;Michaela.Keller@gmail.com
Fischer;Kevin;Poststrasse 32;8304;Luzern;0441584559;0797526210;1961-05-17;Kevin.Fischer@example.com
Roth;Felix;Birkenweg 95;8002;Sitten;0447434931;0795668668;1999-03-03;Felix.Roth@example.com
Baumann;Anna;Feldstrasse 97;9200;Lausanne;0441277545;0792316000;1991-02-20;Anna.Baumann@mail.com
Meier;Max;Brunnenstrasse 25;8001;Freiburg;0442118266;0796786311;1961-12-15;Max.Meier@mail.com
Keller;Michaela;Dorfstrasse 32;8001;Genf;0447434931;0795781113;1983-04-24;Michaela.Keller@example.com
Lehmann;Felix;Poststrasse 13;8400;Solothurn;0448030590;0793840613;1982-12-15;Felix.Lehmann@web.de
Schmid;Lukas;Bergstrasse 21;9100;Luzern;0444727326;0798841134;1956-11-22;Lukas.Schmid@gmail.com
Weber;Simon;Hauptstrasse 42;6003;Uster;0448030590;0793711365;1969-05-15;Simon.Weber@yahoo.com
Keller;Lukas;Schulstrasse 15;8400;Lugano;0445259121;0792225391;1957-01-12;Lukas.Keller@gmail.com
Meier;David;Birkenweg 15;9100;Lausanne;0441651055;0798740150;1984-02-11;David.Meier@mail.com
Bachmann;Maria;Rosenweg 74;4001;Biel;0442441713;0794549941;1979-04-30;Maria.Bachmann@gmail.com
Lehmann;Katja;Poststrasse 7;9200;Sitten;0446958130;0799473499;1967-04-29;Katja.Lehmann@web.de
Marti;Lena;Poststrasse 89;7000;Genf;0449188966;0795668668;1987-05-08;Lena.Marti@example.com
Brunner;Lena;Bergstrasse 96;7000;Luzern;0445349037;0796512196;1950-09-10;Lena.Brunner@web.de
Roth;Lukas;Rosenweg 75;9000;Zürich;0448094381;0792680798;1974-08-07;Lukas.Roth@mail.com
Schmid;Sandra;Wiesenweg 52;1000;Zürich;0445198625;0794549941;1995-02-09;Sandra.Schmid@example.com
Bachmann;Sophie;Lindenweg 89;7000;Solothurn;0441651055;0791668239;1986-01-23;Sophie.Bachmann@web.de
Schmid;Sandra;Alpenblick 7;8500;Uster;0448374138;0794012905;1973-10-27;Sandra.Schmid@gmail.com
Fischer;Lukas;Birkenweg 29;1000;Winterthur;0449153006;0794688034;1962-11-03;Lukas.Fischer@mail.com
Lehmann;Felix;Poststrasse 76;8304;Lausanne;0442321054;0792181625;1957-03-17;Felix.Lehmann@example.com
Roth;Lena;Feldstrasse 75;8002;Sitten;0449800670;0794602048;1963-07-21;Lena.Roth@gmail.com
Wenger;Anna;Ringstrasse 41;8002;Sitten;0448157568;0796209489;1988-07-28;Anna.Wenger@mail.com
Lehmann;Thomas;Seestrasse 35;9100;Winterthur;0444295640;0794795028;1986-09-28;Thomas.Lehmann@web.de
Roth;Maria;Sonnenweg 50;8304;Neuenburg;0441814027;0793472043;1983-05-26;Maria.Roth@example.com
Gerber;David;Sonnenweg 67;8400;Lausanne;0442118266;0795354193;1967-02-16;David.Gerber@gmail.com
Baumann;Sandra;Birkenweg 22;9050;Zürich;0443804554;0792225391;1971-12-09;Sandra.Baumann@mail.com
Steiner;Daniel;Rosenweg 30;9000;Sitten;0442059596;0796785158;1997-04-19;Daniel.Steiner@mail.com
Zürcher;Simon;Birkenweg 73;9050;St. Gallen;0447975858;0798369565;1986-05-08;Simon.Zürcher@yahoo.com
Roth;Daniel;Lindenweg 7;8400;Sitten;0447604237;0791556601;1957-12-06;Daniel.Roth@web.de
Müller;Michaela;Feldstrasse 12;9100;Zug;0449656653;0792141573;1969-01-27;Michaela.Müller@example.com
Roth;Lukas;Weidstrasse 5;9001;Freiburg;0447975858;0798742111;1990-05-24;Lukas.Roth@example.com
Meier;Max;Bahnhofstrasse 74;8400;Neuenburg;0444446643;0793269976;1991-06-13;Max.Meier@gmail.com
Gerber;Michaela;Birkenweg 82;6003;Zug;0443414722;0799343726;1995-08-11;Michaela.Gerber@example.com
Huber;Laura;Bergstrasse 10;4001;St. Gallen;0446062912;0796052063;1950-09-15;Laura.Huber@web.de
Huber;Nina;Rosenweg 43;8304;Baden;0443824648;0798740150;1990-12-25;Nina.Huber@example.com
Lehmann;Markus;Gartenweg 69;8304;Neuenburg;0447965858;0798841134;1989-07-16;Markus.Lehmann@yahoo.com
Maurer;Laura;Brunnenstrasse 38;9050;Lausanne;0442322425;0797346559;1969-11-13;Laura.Maurer@yahoo.com
Schmid;Daniel;Tannenweg 48;9300;Sitten;0446079100;0791556601;1967-07-23;Daniel.Schmid@mail.com
Meier;Sandra;Brunnenstrasse 64;8002;Lausanne;0442118266;0794729837;1966-04-04;Sandra.Meier@example.com
Lehmann;Katja;Dorfstrasse 60;8500;Basel;0447975858;0793501428;1955-07-02;Katja.Lehmann@web.de
Schmid;Michaela;Alpenblick 58;8400;Genf;0441814027;0795980038;1971-07-20;Michaela.Schmid@mail.com
Brunner;Julia;Wiesenweg 79;6003;Schaffhausen;0448591306;0795631305;1984-05-15;Julia.Brunner@example.com
Fischer;Kevin;Weidstrasse 38;9100;Uster;0449689685;0797729364;1999-05-14;Kevin.Fischer@mail.com
Keller;Sandra;Sonnenweg 84;4001;Lausanne;0448590960;0799644823;1998-07-31;Sandra.Keller@yahoo.com
Bachmann;Julia;Gartenweg 60;4001;Zug;0446792481;0794729837;1988-12-22;Julia.Bachmann@gmail.com
Huber;Daniel;Schulstrasse 86;4001;Sitten;0448630394;0796616369;1999-11-03;Daniel.Huber@web.de
Brunner;David;Talstrasse 60;9100;Genf;0448157568;0791766783;1971-07-31;David.Brunner@web.de
Huber;Daniel;Seestrasse 29;4001;Chur;0444295640;0793741172;1967-02-04;Daniel.Huber@web.de
Kunz;Kevin;Sonnenweg 89;8050;Winterthur;0446677010;0791731551;1989-02-21;Kevin.Kunz@web.de
Sutter;David;Wiesenweg 33;8304;Uster;0446569362;0791826680;1970-10-28;David.Sutter@example.com
Schmid;Julia;Ringstrasse 22;4001;Genf;0441814027;0799536333;1961-09-29;Julia.Schmid@web.de
Marti;David;Tannenweg 28;5000;Freiburg;0442744320;0794826697;1974-11-22;David.Marti@gmail.com
Baumann;Kevin;Schulstrasse 97;8500;Sitten;0446681362;0796616369;1969-10-06;Kevin.Baumann@gmail.com
Meier;Nina;Schulstrasse 96;9200;Lausanne;0441651055;0795597697;1997-08-31;Nina.Meier@mail.com
Brunner;Simon;Tannenweg 48;6300;Winterthur;0441025317;0792225391;1961-07-16;Simon.Brunner@mail.com
Keller;Maria;Rosenweg 90;3000;Zug;0448030590;0792225391;1973-12-13;Maria.Keller@gmail.com
Müller;Maria;Sonnenweg 99;8050;Lausanne;0448630394;0793397566;1970-09-12;Maria.Müller@gmail.com
Müller;Markus;Hauptstrasse 71;4001;Sitten;0445259121;0798273907;1982-09-05;Markus.Müller@gmail.com
Fischer;Lena;Schulstrasse 95;3000;Lausanne;0448537374;0795781113;1975-08-05;Lena.Fischer@web.de
Zürcher;Julia;Bahnhofstrasse 64;4001;Thun;0445519479;0792655207;1979-05-07;Julia.Zürcher@mail.com
Roth;Katja;Poststrasse 90;8304;Neuenburg;0445104583;0796087818;1966-07-03;Katja.Roth@yahoo.com
Wenger;Nina;Birkenweg 57;9000;Bern;0446438065;0795631305;1960-11-24;Nina.Wenger@yahoo.com
Lehmann;Lukas;Dorfstrasse 61;9001;Freiburg;0449656653;0799236745;1978-08-13;Lukas.Lehmann@mail.com
Bachmann;Sophie;Wiesenweg 56;6003;Zürich;0449656653;0792141573;1974-01-01;Sophie.Bachmann@mail.com
Huber;Kevin;Brunnenstrasse 17;6003;Freiburg;0449188966;0797526210;1958-07-04;Kevin.Huber@web.de
Müller;Anna;Brunnenstrasse 3;8050;Lausanne;0442376115;0791766783;1996-07-20;Anna.Müller@yahoo.com
Fischer;Kevin;Wiesenweg 90;9300;Lugano;0443414722;0797977495;1988-04-20;Kevin.Fischer@mail.com
Weber;Michaela;Ringstrasse 16;8002;Schaffhausen;0443005327;0794646901;1972-10-12;Michaela.Weber@gmail.com
Roth;Max;Talstrasse 85;9300;Bern;0442066085;0793397566;1970-02-06;Max.Roth@example.com
Sutter;Lukas;Dorfstrasse 94;1000;Freiburg;0449800670;0795597697;1988-03-03;Lukas.Sutter@gmail.com
Lehmann;Julia;Rosenweg 29;8050;Lausanne;0441849975;0794795028;1977-08-23;Julia.Lehmann@example.com
Maurer;Daniel;Bergstrasse 2;1000;St. Gallen;0441651055;0796290954;1979-06-29;Daniel.Maurer@gmail.com
Lehmann;Peter;Wiesenweg 96;6003;Lugano;0442986851;0798551915;1985-09-18;Peter.Lehmann@mail.com
Schmid;Sandra;Tannenweg 81;9050;Solothurn;0443005327;0798188691;1955-11-25;Sandra.Schmid@yahoo.com
Schmid;Kevin;Rosenweg 29;8002;Genf;0447252363;0793475351;1994-03-23;Kevin.Schmid@example.com
Schmid;Daniel;Talstrasse 64;9050;St. Gallen;0441025317;0794602048;1962-03-01;Daniel.Schmid@mail.com
Zürcher;Lena;Sonnenweg 66;9200;Lausanne;0442118266;0793397566;1989-09-25;Lena.Zürcher@web.de
Bachmann;Thomas;Hauptstrasse 93;9200;Neuenburg;0445768979;0792316000;1967-05-29;Thomas.Bachmann@yahoo.com
Keller;Sophie;Gartenweg 56;9200;Sitten;0448537374;0796052063;1997-03-31;Sophie.Keller@web.de
Gerber;Sophie;Weidstrasse 51;8304;Uster;0444295640;0791282670;1979-07-25;Sophie.Gerber@example.com
Kunz;Maria;Rosenweg 52;9050;Luzern;0446681362;0793954902;1969-11-20;Maria.Kunz@yahoo.com
Schmid;Maria;Ringstrasse 59;8001;Winterthur;0445349037;0794602048;1965-07-05;Maria.Schmid@web.de
